Num_Acc,id_usager,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,com,jour,mois,an,hrmn,lum,agg,int,atm,col,lat,long,catr,circ,nbv,surf,infra,situ,vma,catv,obs,obsm,choc,manv,motor,pluie_mm,pluie_presence,pluie_cumul_3h,pluie_cumul_6h,pluie_cumul_24h,temperature,grav_label,grav_ord,grave,type_vehicule,eclairage,atm_groupe,chaussee_mouillee,type_route,type_collision,role,equipement,sexe_label,en_agglomeration,motif,age,age_groupe,date_acc,jour_semaine,weekend,heure,nuit,heure_groupe,log_pluie_3h,log_pluie_6h,log_pluie_24h,pluie_6h_classe
202400000074,203 988 388,155 781 622,A01,1,1,4,2,2008.0,5,8,0,-1,-1, -1,-1,97416,1,5,2024,18:55,3,2,1,1,6," -21,35266000","55,50573000",4,2,2,1,0,5,50,1,0,2,3,12,5,0.0,0,0.0,0.5,0.5,,blessé léger,1,0,vélo/VAE,nuit sans éclairage,normale,0,communale,autre/multiple,conducteur,non déterminable,femme,1,promenade,16.0,<18,2024-05-01,2,0,18,0,pointe soir,0.0,0.4054651081081644,0.4054651081081644,0-2 mm
202400000076,203 988 384,155 781 618,B01,1,1,4,1,2009.0,5,2,6,-1,-1, -1,-1,97411,1,5,2024,18:10,2,2,1,1,3," -20,90076000","55,49647000",2,1,2,1,9,1,50,2,0,2,1,1,1,0.0,0,0.0,0.0,0.0,25.3,blessé léger,1,0,2RM ≤50cm³,crépuscule,normale,0,nationale,côté,conducteur,casque,homme,1,promenade,15.0,<18,2024-05-01,2,0,18,0,pointe soir,0.0,0.0,0.0,0 mm
202400000076,203 988 386,155 781 620,A01,1,1,1,1,1954.0,5,1,0,-1,-1, -1,-1,97411,1,5,2024,18:10,2,2,1,1,3," -20,90076000","55,49647000",2,1,2,1,9,1,50,7,0,2,2,12,1,0.0,0,0.0,0.0,0.0,25.3,indemne,0,0,voiture,crépuscule,normale,0,nationale,côté,conducteur,ceinture,homme,1,promenade,70.0,65+,2024-05-01,2,0,18,0,pointe soir,0.0,0.0,0.0,0 mm
202400000109,203 988 299,155 781 557,A01,2,2,1,2,2006.0,0,1,0,-1,-1, -1,-1,97407,23,3,2024,17:05,1,1,1,9,6," -20,93623082","55,32559848",4,2,2,2,0,2,70,7,0,1,7,1,1,0.8,1,3.2000000000000037,3.2,3.2,25.7,indemne,0,0,voiture,jour,autre,1,communale,autre/multiple,passager,ceinture,femme,0,inconnu,18.0,<18,2024-03-23,5,1,17,0,pointe soir,1.4350845252893236,1.4350845252893227,1.4350845252893227,2-10 mm
202400000109,203 988 300,155 781 557,A01,3,2,1,1,2004.0,0,1,0,-1,-1, -1,-1,97407,23,3,2024,17:05,1,1,1,9,6," -20,93623082","55,32559848",4,2,2,2,0,2,70,7,0,1,7,1,1,0.8,1,3.2000000000000037,3.2,3.2,25.7,indemne,0,0,voiture,jour,autre,1,communale,autre/multiple,passager,ceinture,homme,0,inconnu,20.0,18-25,2024-03-23,5,1,17,0,pointe soir,1.4350845252893236,1.4350845252893227,1.4350845252893227,2-10 mm
202400000109,203 988 301,155 781 557,A01,4,2,1,1,2005.0,0,1,0,-1,-1, -1,-1,97407,23,3,2024,17:05,1,1,1,9,6," -20,93623082","55,32559848",4,2,2,2,0,2,70,7,0,1,7,1,1,0.8,1,3.2000000000000037,3.2,3.2,25.7,indemne,0,0,voiture,jour,autre,1,communale,autre/multiple,passager,ceinture,homme,0,inconnu,19.0,18-25,2024-03-23,5,1,17,0,pointe soir,1.4350845252893236,1.4350845252893227,1.4350845252893227,2-10 mm
202400000109,203 988 302,155 781 557,A01,10,3,3,1,1974.0,0,0,-1,-1,6,9,1,97407,23,3,2024,17:05,1,1,1,9,6," -20,93623082","55,32559848",4,2,2,2,0,2,70,7,0,1,7,1,1,0.8,1,3.2000000000000037,3.2,3.2,25.7,hospitalisé,2,1,voiture,jour,autre,1,communale,autre/multiple,piéton,sans équipement,homme,0,inconnu,50.0,35-50,2024-03-23,5,1,17,0,pointe soir,1.4350845252893236,1.4350845252893227,1.4350845252893227,2-10 mm
202400000109,203 988 303,155 781 557,A01,1,1,1,1,2003.0,5,1,8,-1,-1, -1,-1,97407,23,3,2024,17:05,1,1,1,9,6," -20,93623082","55,32559848",4,2,2,2,0,2,70,7,0,1,7,1,1,0.8,1,3.2000000000000037,3.2,3.2,25.7,indemne,0,0,voiture,jour,autre,1,communale,autre/multiple,conducteur,ceinture,homme,0,promenade,21.0,18-25,2024-03-23,5,1,17,0,pointe soir,1.4350845252893236,1.4350845252893227,1.4350845252893227,2-10 mm
202400000160,203 988 175,155 781 467,A01,1,1,3,1,1993.0,0,2,6,9,0,0,-1,97415,25,3,2024,07:15,1,1,1,1,6," -20,96343800","55,30267600",2,1,4,1,0,1,90,33,4,0,3,3,1,0.0,0,0.0,0.0,0.0,26.8,hospitalisé,2,1,2RM >125cm³,jour,normale,0,nationale,autre/multiple,conducteur,casque,homme,0,inconnu,31.0,25-35,2024-03-25,0,0,7,0,pointe matin,0.0,0.0,0.0,0 mm
202400000184,203 988 110,155 781 425,C01,5,2,1,1,1964.0,9,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,5,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,passager,ceinture,homme,1,autre,60.0,50-65,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 112,155 781 425,C01,3,2,1,1,1970.0,4,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,5,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,passager,ceinture,homme,1,utilisation pro,54.0,50-65,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 113,155 781 425,C01,4,2,1,1,2001.0,4,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,5,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,passager,ceinture,homme,1,utilisation pro,23.0,18-25,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 114,155 781 425,C01,2,2,1,1,1977.0,4,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,5,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,passager,ceinture,homme,1,utilisation pro,47.0,35-50,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 115,155 781 425,C01,1,1,1,1,1973.0,4,1,4,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,5,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,conducteur,ceinture,homme,1,utilisation pro,51.0,50-65,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 116,155 781 427,A01,1,1,3,1,1979.0,0,2,6,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,33,0,2,2,9,1,0.0,0,0.0,0.0,0.0,21.2,hospitalisé,2,1,2RM >125cm³,nuit éclairage allumé,normale,0,nationale,autre/multiple,conducteur,casque,homme,1,inconnu,45.0,35-50,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 118,155 781 429,B01,2,2,1,1,2002.0,0,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,6,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,passager,ceinture,homme,1,inconnu,22.0,18-25,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000184,203 988 120,155 781 429,B01,1,1,1,2,1973.0,9,1,0,-1,-1, -1,-1,97411,13,8,2024,20:10,5,2,7,1,4," -20,89337000","55,47051000",2,1,1,1,0,1,70,7,0,2,6,2,1,0.0,0,0.0,0.0,0.0,21.2,indemne,0,0,voiture,nuit éclairage allumé,normale,0,nationale,autre/multiple,conducteur,ceinture,femme,1,autre,51.0,50-65,2024-08-13,1,0,20,0,nuit/soirée,0.0,0.0,0.0,0 mm
202400000238,203 987 998,155 781 339,A01,1,1,3,1,2006.0,5,2,8,-1,-1, -1,-1,97416,23,3,2024,11:00,1,1,1,1,1," -21,30720000","55,49870000",2,2,2,1,2,1,50,2,3,2,1,1,1,0.0,0,0.0,0.0,7.5,,hospitalisé,2,1,2RM ≤50cm³,jour,normale,0,nationale,frontale,conducteur,casque,homme,0,promenade,18.0,<18,2024-03-23,5,1,11,0,matin,0.0,0.0,2.1400661634962708,0 mm
202400000238,203 987 999,155 781 340,B01,1,1,3,1,1975.0,5,2,8,-1,-1, -1,-1,97416,23,3,2024,11:00,1,1,1,1,1," -21,30720000","55,49870000",2,2,2,1,2,1,50,31,3,2,1,13,1,0.0,0,0.0,0.0,7.5,,hospitalisé,2,1,2RM 50-125cm³,jour,normale,0,nationale,frontale,conducteur,casque,homme,0,promenade,49.0,35-50,2024-03-23,5,1,11,0,matin,0.0,0.0,2.1400661634962708,0 mm
202400000239,203 987 995,155 781 337,A01,1,1,1,1,2004.0,9,1,0,-1,-1, -1,-1,97409,23,3,2024,13:50,1,1,9,3,3," -20,94375000","55,64919000",2,1,4,2,0,1,90,7,1,2,2,1,1,,0,,,,,indemne,0,0,voiture,jour,pluie,1,nationale,côté,conducteur,ceinture,homme,0,autre,20.0,18-25,2024-03-23,5,1,13,0,déjeuner,,,,
202400000239,203 987 996,155 781 338,B01,2,2,4,1,1989.0,5,1,0,-1,-1, -1,-1,97409,23,3,2024,13:50,1,1,9,3,3," -20,94375000","55,64919000",2,1,4,2,0,1,90,7,0,2,1,1,2,,0,,,,,blessé léger,1,0,voiture,jour,pluie,1,nationale,côté,passager,ceinture,homme,0,promenade,35.0,25-35,2024-03-23,5,1,13,0,déjeuner,,,,
202400000239,203 987 997,155 781 338,B01,1,1,1,1,1991.0,5,1,0,-1,-1, -1,-1,97409,23,3,2024,13:50,1,1,9,3,3," -20,94375000","55,64919000",2,1,4,2,0,1,90,7,0,2,1,1,2,,0,,,,,indemne,0,0,voiture,jour,pluie,1,nationale,côté,conducteur,ceinture,homme,0,promenade,33.0,25-35,2024-03-23,5,1,13,0,déjeuner,,,,
202400000315,203 987 816,155 781 202,A01,1,1,1,1,1968.0,4,8,0,-1,-1, -1,-1,97407,12,2,2024,04:25,3,1,1,1,3," -20,95051000","55,31940000",2,3,4,1,0,1,110,10,0,2,2,2,1,0.0,0,0.0,0.0,0.4,26.1,indemne,0,0,utilitaire,nuit sans éclairage,normale,0,nationale,côté,conducteur,non déterminable,homme,0,utilisation pro,56.0,50-65,2024-02-12,0,0,4,1,nuit/soirée,0.0,0.0,0.33647223662121295,0 mm
202400000315,203 987 817,155 781 203,B01,1,1,2,1,1977.0,0,2,6,-1,-1, -1,-1,97407,12,2,2024,04:25,3,1,1,1,3," -20,95051000","55,31940000",2,3,4,1,0,1,110,2,0,2,8,2,3,0.0,0,0.0,0.0,0.4,26.1,tué,3,1,2RM ≤50cm³,nuit sans éclairage,normale,0,nationale,côté,conducteur,casque,homme,0,inconnu,47.0,35-50,2024-02-12,0,0,4,1,nuit/soirée,0.0,0.0,0.33647223662121295,0 mm
202400000317,203 987 812,155 781 199,A01,2,2,4,2,2002.0,5,1,0,-1,-1, -1,-1,97407,11,2,2024,21:08,3,2,1,1,6," -20,94929000","55,28525000",4,2,2,1,0,1,70,7,11,0,1,2,1,0.0,0,0.0,0.0,0.4,28.0,blessé léger,1,0,voiture,nuit sans éclairage,normale,0,communale,autre/multiple,passager,ceinture,femme,1,promenade,22.0,18-25,2024-02-11,6,1,21,0,nuit/soirée,0.0,0.0,0.33647223662121295,0 mm
202400000317,203 987 813,155 781 199,A01,1,1,1,1,2002.0,5,1,0,-1,-1, -1,-1,97407,11,2,2024,21:08,3,2,1,1,6," -20,94929000","55,28525000",4,2,2,1,0,1,70,7,11,0,1,2,1,0.0,0,0.0,0.0,0.4,28.0,indemne,0,0,voiture,nuit sans éclairage,normale,0,communale,autre/multiple,conducteur,ceinture,homme,1,promenade,22.0,18-25,2024-02-11,6,1,21,0,nuit/soirée,0.0,0.0,0.33647223662121295,0 mm
202400000435,203 987 530,155 780 980,A01,2,2,4,1,2002.0,3,1,8,-1,-1, -1,-1,97416,7,6,2024,13:00,1,1,1,1,6," -21,30737000","55,43012000",4,2,2,1,0,1,80,7,13,0,2,1,1,0.0,0,0.0,0.0,0.0,26.5,blessé léger,1,0,voiture,jour,normale,0,communale,autre/multiple,passager,ceinture,homme,0,courses,22.0,18-25,2024-06-07,4,0,13,0,déjeuner,0.0,0.0,0.0,0 mm
202400000435,203 987 532,155 780 980,A01,3,2,4,2,1997.0,3,1,8,-1,-1, -1,-1,97416,7,6,2024,13:00,1,1,1,1,6," -21,30737000","55,43012000",4,2,2,1,0,1,80,7,13,0,2,1,1,0.0,0,0.0,0.0,0.0,26.5,blessé léger,1,0,voiture,jour,normale,0,communale,autre/multiple,passager,ceinture,femme,0,courses,27.0,25-35,2024-06-07,4,0,13,0,déjeuner,0.0,0.0,0.0,0 mm
202400000435,203 987 533,155 780 980,A01,1,1,1,1,2003.0,4,1,8,-1,-1, -1,-1,97416,7,6,2024,13:00,1,1,1,1,6," -21,30737000","55,43012000",4,2,2,1,0,1,80,7,13,0,2,1,1,0.0,0,0.0,0.0,0.0,26.5,indemne,0,0,voiture,jour,normale,0,communale,autre/multiple,conducteur,ceinture,homme,0,utilisation pro,21.0,18-25,2024-06-07,4,0,13,0,déjeuner,0.0,0.0,0.0,0 mm
202400000437,203 987 525,155 780 974,A01,1,1,3,1,2003.0,5,2,6,-1,-1, -1,-1,97411,6,6,2024,13:55,1,2,9,1,4," -20,88882000","55,45698000",4,1,1,1,0,1,30,2,1,2,6,21,1,0.0,0,0.0,0.0,0.4000000000000036,21.3,hospitalisé,2,1,2RM ≤50cm³,jour,normale,0,communale,autre/multiple,conducteur,casque,homme,1,promenade,21.0,18-25,2024-06-06,3,0,13,0,déjeuner,0.0,0.0,0.33647223662121545,0 mm
202400000437,203 987 527,155 780 976,B01,1,1,1,1,2004.0,0,1,0,-1,-1, -1,-1,97411,6,6,2024,13:55,1,2,9,1,4," -20,88882000","55,45698000",4,1,1,1,0,1,30,7,5,2,6,24,1,0.0,0,0.0,0.0,0.4000000000000036,21.3,indemne,0,0,voiture,jour,normale,0,communale,autre/multiple,conducteur,ceinture,homme,1,inconnu,20.0,18-25,2024-06-06,3,0,13,0,déjeuner,0.0,0.0,0.33647223662121545,0 mm
202400000437,203 987 528,155 780 978,C01,1,1,1,1,2001.0,1,1,0,-1,-1, -1,-1,97411,6,6,2024,13:55,1,2,9,1,4," -20,88882000","55,45698000",4,1,1,1,0,1,30,7,5,2,5,24,1,0.0,0,0.0,0.0,0.4000000000000036,21.3,indemne,0,0,voiture,jour,normale,0,communale,autre/multiple,conducteur,ceinture,homme,1,domicile-travail,23.0,18-25,2024-06-06,3,0,13,0,déjeuner,0.0,0.0,0.33647223662121545,0 mm
202400000464,203 987 440,155 780 923,A01,1,1,1,1,2000.0,5,2,6,-1,-1, -1,-1,97411,18,9,2024,16:30,1,2,1,1,3," -20,88715000","55,46540000",4,2,2,1,0,1,50,34,0,2,7,17,1,0.0,0,0.0,0.0,0.0,23.1,indemne,0,0,2RM >125cm³,jour,normale,0,communale,côté,conducteur,casque,homme,1,promenade,24.0,18-25,2024-09-18,2,0,16,0,après-midi,0.0,0.0,0.0,0 mm
202400000464,203 987 441,155 780 923,A01,2,2,4,2,2001.0,5,2,6,-1,-1, -1,-1,97411,18,9,2024,16:30,1,2,1,1,3," -20,88715000","55,46540000",4,2,2,1,0,1,50,34,0,2,7,17,1,0.0,0,0.0,0.0,0.0,23.1,blessé léger,1,0,2RM >125cm³,jour,normale,0,communale,côté,passager,casque,femme,1,promenade,23.0,18-25,2024-09-18,2,0,16,0,après-midi,0.0,0.0,0.0,0 mm
202400000464,203 987 442,155 780 924,B01,1,1,1,2,1983.0,1,1,0,-1,-1, -1,-1,97411,18,9,2024,16:30,1,2,1,1,3," -20,88715000","55,46540000",4,2,2,1,0,1,50,7,0,2,3,15,1,0.0,0,0.0,0.0,0.0,23.1,indemne,0,0,voiture,jour,normale,0,communale,côté,conducteur,ceinture,femme,1,domicile-travail,41.0,35-50,2024-09-18,2,0,16,0,après-midi,0.0,0.0,0.0,0 mm
202400000465,203 987 434,155 780 920,A01,1,1,3,1,2009.0,2,8,0,-1,-1, -1,-1,97411,18,9,2024,13:10,1,2,2,1,3," -20,87663000","55,44787000",4,1,2,1,0,1,50,1,0,2,1,1,5,0.4,1,1.4,1.4,1.6000000000000036,16.4,hospitalisé,2,1,vélo/VAE,jour,normale,0,communale,côté,conducteur,non déterminable,homme,1,domicile-école,15.0,<18,2024-09-18,2,0,13,0,déjeuner,0.8754687373538999,0.8754687373538999,0.9555114450274378,0-2 mm
202400000465,203 987 434,155 780 920,A01,1,1,3,1,2009.0,2,8,0,-1,-1, -1,-1,97411,18,9,2024,13:10,1,2,2,1,3," -20,87663000","55,44787000",4,2,2,1,0,1,50,1,0,2,1,1,5,0.4,1,1.4,1.4,1.6000000000000036,16.4,hospitalisé,2,1,vélo/VAE,jour,normale,0,communale,côté,conducteur,non déterminable,homme,1,domicile-école,15.0,<18,2024-09-18,2,0,13,0,déjeuner,0.8754687373538999,0.8754687373538999,0.9555114450274378,0-2 mm
202400000465,203 987 435,155 780 921,B01,1,1,1,1,1994.0,0,1,0,-1,-1, -1,-1,97411,18,9,2024,13:10,1,2,2,1,3," -20,87663000","55,44787000",4,1,2,1,0,1,50,37,0,2,8,1,1,0.4,1,1.4,1.4,1.6000000000000036,16.4,indemne,0,0,bus/car,jour,normale,0,communale,côté,conducteur,ceinture,homme,1,inconnu,30.0,25-35,2024-09-18,2,0,13,0,déjeuner,0.8754687373538999,0.8754687373538999,0.9555114450274378,0-2 mm
202400000465,203 987 435,155 780 921,B01,1,1,1,1,1994.0,0,1,0,-1,-1, -1,-1,97411,18,9,2024,13:10,1,2,2,1,3," -20,87663000","55,44787000",4,2,2,1,0,1,50,37,0,2,8,1,1,0.4,1,1.4,1.4,1.6000000000000036,16.4,indemne,0,0,bus/car,jour,normale,0,communale,côté,conducteur,ceinture,homme,1,inconnu,30.0,25-35,2024-09-18,2,0,13,0,déjeuner,0.8754687373538999,0.8754687373538999,0.9555114450274378,0-2 mm
202400000665,203 986 954,155 780 569,A01,1,1,4,1,2002.0,5,1,0,-1,-1, -1,-1,97411,1,5,2024,03:00,3,1,9,1,6," -20,88550000","55,43986000",2,1,1,1,2,1,70,7,15,0,1,1,1,0.0,0,0.0,0.0,0.0,19.8,blessé léger,1,0,voiture,nuit sans éclairage,normale,0,nationale,autre/multiple,conducteur,ceinture,homme,0,promenade,22.0,18-25,2024-05-01,2,0,3,1,nuit/soirée,0.0,0.0,0.0,0 mm
202400000667,203 986 950,155 780 566,A01,1,1,1,1,1952.0,0,1,0,-1,-1, -1,-1,97411,30,4,2024,22:50,5,2,9,1,3," -20,88950000","55,47735000",4,2,4,1,0,1,50,7,0,2,8,7,1,0.0,0,0.0,0.0,0.0,25.3,indemne,0,0,voiture,nuit éclairage allumé,normale,0,communale,côté,conducteur,ceinture,homme,1,inconnu,72.0,65+,2024-04-30,1,0,22,1,nuit/soirée,0.0,0.0,0.0,0 mm
202400000667,203 986 951,155 780 567,B01,1,1,4,1,1987.0,0,8,0,-1,-1, -1,-1,97411,30,4,2024,22:50,5,2,9,1,3," -20,88950000","55,47735000",4,2,4,1,0,1,50,50,0,2,7,1,3,0.0,0,0.0,0.0,0.0,25.3,blessé léger,1,0,EDP (trottinette),nuit éclairage allumé,normale,0,communale,côté,conducteur,non déterminable,homme,1,inconnu,37.0,35-50,2024-04-30,1,0,22,1,nuit/soirée,0.0,0.0,0.0,0 mm
202400000768,203 986 708,155 780 395,B01,2,2,3,2,1945.0,9,1,-1,-1,0,0,-1,97410,10,8,2024,13:00,1,1,1,1,1," -21,09570000","55,67804000",2,2,2,1,0,1,80,7,0,2,1,1,1,0.0,0,0.0,0.0,0.20000000000000134,,hospitalisé,2,1,voiture,jour,normale,0,nationale,frontale,passager,ceinture,femme,0,autre,79.0,65+,2024-08-10,5,1,13,0,déjeuner,0.0,0.0,0.18232155679395576,0 mm
202400000768,203 986 709,155 780 395,B01,1,1,1,1,1944.0,9,1,-1,-1,0,0,-1,97410,10,8,2024,13:00,1,1,1,1,1," -21,09570000","55,67804000",2,2,2,1,0,1,80,7,0,2,1,1,1,0.0,0,0.0,0.0,0.20000000000000134,,indemne,0,0,voiture,jour,normale,0,nationale,frontale,conducteur,ceinture,homme,0,autre,80.0,65+,2024-08-10,5,1,13,0,déjeuner,0.0,0.0,0.18232155679395576,0 mm
202400000768,203 986 710,155 780 396,A01,1,1,1,1,2001.0,9,1,-1,-1,0,0,-1,97410,10,8,2024,13:00,1,1,1,1,1," -21,09570000","55,67804000",2,2,2,1,0,1,80,7,0,2,1,5,1,0.0,0,0.0,0.0,0.20000000000000134,,indemne,0,0,voiture,jour,normale,0,nationale,frontale,conducteur,ceinture,homme,0,autre,23.0,18-25,2024-08-10,5,1,13,0,déjeuner,0.0,0.0,0.18232155679395576,0 mm
202400000822,203 986 582,155 780 305,B01,1,1,3,1,1975.0,0,2,-1,-1,0,0,-1,97408,13,8,2024,12:45,1,2,1,1,2," -20,93713700","55,33254500",4,2,2,1,6,1,50,50,0,2,1,2,3,0.0,0,0.0,0.0,0.0,26.2,hospitalisé,2,1,EDP (trottinette),jour,normale,0,communale,arrière,conducteur,casque,homme,1,inconnu,49.0,35-50,2024-08-13,1,0,12,0,déjeuner,0.0,0.0,0.0,0 mm
202400000822,203 986 583,155 780 306,A01,1,1,1,1,1973.0,0,1,-1,-1,0,0,-1,97408,13,8,2024,12:45,1,2,1,1,2," -20,93713700","55,33254500",4,2,2,1,6,1,50,7,0,0,4,23,1,0.0,0,0.0,0.0,0.0,26.2,indemne,0,0,voiture,jour,normale,0,communale,arrière,conducteur,ceinture,homme,1,inconnu,51.0,50-65,2024-08-13,1,0,12,0,déjeuner,0.0,0.0,0.0,0 mm
202400000868,203 986 482,155 780 224,A01,10,3,4,2,1944.0,9,0,-1,-1,3,3,1,97416,12,8,2024,11:45,1,2,1,1,6," -21,33310000","55,45728000",4,-1,2,1,9,1,50,7,0,1,1,2,1,0.0,0,0.0,0.0,0.0,27.0,blessé léger,1,0,voiture,jour,normale,0,communale,autre/multiple,piéton,sans équipement,femme,1,autre,80.0,65+,2024-08-12,0,0,11,0,matin,0.0,0.0,0.0,0 mm
202400000868,203 986 483,155 780 224,A01,1,1,1,1,1966.0,9,1,8,-1,-1, -1,-1,97416,12,8,2024,11:45,1,2,1,1,6," -21,33310000","55,45728000",4,-1,2,1,9,1,50,7,0,1,1,2,1,0.0,0,0.0,0.0,0.0,27.0,indemne,0,0,voiture,jour,normale,0,communale,autre/multiple,conducteur,ceinture,homme,1,autre,58.0,50-65,2024-08-12,0,0,11,0,matin,0.0,0.0,0.0,0 mm
202400000869,203 986 478,155 780 222,B01,1,1,4,1,1976.0,1,1,5,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,0,1,30,7,8,2,2,21,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,conducteur,ceinture,homme,1,domicile-travail,48.0,35-50,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 478,155 780 222,B01,1,1,4,1,1976.0,1,1,5,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,5,1,30,7,8,2,2,21,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,conducteur,ceinture,homme,1,domicile-travail,48.0,35-50,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 479,155 780 223,A01,2,2,4,1,2005.0,5,1,5,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,0,1,30,7,8,2,3,1,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,passager,ceinture,homme,1,promenade,19.0,18-25,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 479,155 780 223,A01,2,2,4,1,2005.0,5,1,5,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,5,1,30,7,8,2,3,1,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,passager,ceinture,homme,1,promenade,19.0,18-25,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 480,155 780 223,A01,4,2,4,2,2006.0,5,1,0,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,0,1,30,7,8,2,3,1,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,passager,ceinture,femme,1,promenade,18.0,<18,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 480,155 780 223,A01,4,2,4,2,2006.0,5,1,0,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,5,1,30,7,8,2,3,1,1,,0,,,,,blessé léger,1,0,voiture,nuit éclairage allumé,normale,0,communale,côté,passager,ceinture,femme,1,promenade,18.0,<18,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 481,155 780 223,A01,1,1,1,1,2005.0,0,1,0,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,0,1,30,7,8,2,3,1,1,,0,,,,,indemne,0,0,voiture,nuit éclairage allumé,normale,0,communale,côté,conducteur,ceinture,homme,1,inconnu,19.0,18-25,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000869,203 986 481,155 780 223,A01,1,1,1,1,2005.0,0,1,0,-1,-1, -1,-1,97416,11,8,2024,00:05,5,2,2,1,3," -21,34019000","55,47539000",4,1,1,1,5,1,30,7,8,2,3,1,1,,0,,,,,indemne,0,0,voiture,nuit éclairage allumé,normale,0,communale,côté,conducteur,ceinture,homme,1,inconnu,19.0,18-25,2024-08-11,6,1,0,1,nuit/soirée,,,,
202400000988,203 986 217,155 780 021,B01,1,1,1,2,1992.0,1,1,0,-1,-1, -1,-1,97411,6,6,2024,09:00,1,2,2,1,3," -20,87591000","55,44813200",4,1,1,1,0,1,50,7,0,2,3,1,1,0.0,0,0.0,0.4,1.200000000000002,20.3,indemne,0,0,voiture,jour,normale,0,communale,côté,conducteur,ceinture,femme,1,domicile-travail,32.0,25-35,2024-06-06,3,0,9,0,matin,0.0,0.33647223662121295,0.788457360364271,0-2 mm
